('09/29/2023, 00:13:25', 'ecoinvent_cutoff_3.9', 'MaterialDemand_antimony', 'additions', 22, 'duration:', '0:00:00.237867')
('09/29/2023, 11:30:24', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.846890')
('09/29/2023, 11:30:24', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.032443')
('09/29/2023, 11:30:24', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.031822')
('09/29/2023, 11:30:24', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.077522')
('09/29/2023, 11:30:25', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.609927')
('09/29/2023, 11:33:36', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_water', 'additions', 11815, 'duration:', '0:03:11.020150')
('09/29/2023, 11:33:40', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:04.382237')
('09/29/2023, 11:33:41', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.438714')
('09/29/2023, 11:33:41', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.281725')
('09/29/2023, 11:33:41', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.065252')
('09/29/2023, 11:33:49', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.435111')
('09/29/2023, 11:34:24', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:35.619092')
('09/29/2023, 11:34:24', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.030667')
('09/29/2023, 11:35:12', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:47.683116')
('09/29/2023, 11:35:12', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.031493')
('09/29/2023, 11:35:39', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:27.535533')
('09/29/2023, 11:36:49', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:09.828377')
('09/29/2023, 11:44:35', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:07:45.339755')
('09/29/2023, 11:44:43', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:08.286926')
('09/29/2023, 11:44:45', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.511257')
('09/29/2023, 11:46:04', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:18.513636')
('09/29/2023, 11:54:27', 'ecoinvent_cutoff_3.9_remind_SSP2-Base_2050', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:08:23.081318')
('09/29/2023, 11:55:57', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.254976')
('09/29/2023, 11:55:57', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.306948')
('09/29/2023, 11:55:58', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.161164')
('09/29/2023, 11:56:17', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_cement', 'additions', 1820, 'duration:', '0:00:19.092170')
('09/29/2023, 11:56:18', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:01.596931')
('09/29/2023, 11:56:19', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:01.143893')
('09/29/2023, 11:56:30', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:10.181369')
('09/29/2023, 12:04:17', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_electricity', 'additions', 31308, 'duration:', '0:07:47.515839')
('09/29/2023, 12:04:18', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.483518')
('09/29/2023, 12:04:18', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.046745')
('09/29/2023, 12:04:18', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.163891')
('09/29/2023, 12:04:18', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.482622')
('09/29/2023, 12:04:19', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.710503')
('09/29/2023, 12:04:19', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.125813')
('09/29/2023, 12:04:20', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.780243')
('09/29/2023, 12:04:20', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.157216')
('09/29/2023, 12:04:21', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.831320')
('09/29/2023, 12:06:06', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_natural gas', 'additions', 6647, 'duration:', '0:01:45.518421')
('09/29/2023, 12:06:12', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.621567')
('09/29/2023, 12:06:13', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.545116')
('09/29/2023, 12:06:16', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:03.150520')
('09/29/2023, 12:06:19', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.152840')
('09/29/2023, 12:06:21', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.502356')
('09/29/2023, 12:06:22', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.468812')
('09/29/2023, 12:06:22', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.167690')
('09/29/2023, 12:06:32', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:09.579513')
('09/29/2023, 12:06:32', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.018191')
('09/29/2023, 12:06:34', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:01.988887')
('09/29/2023, 12:06:34', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.763566')
('09/29/2023, 12:06:34', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.030405')
('09/29/2023, 12:06:34', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.032562')
('09/29/2023, 12:06:34', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.076017')
('09/29/2023, 12:06:35', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.580187')
('09/29/2023, 12:09:47', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_water', 'additions', 11815, 'duration:', '0:03:12.016889')
('09/29/2023, 12:09:51', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:04.148998')
('09/29/2023, 12:09:52', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.415275')
('09/29/2023, 12:09:52', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.249785')
('09/29/2023, 12:09:52', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.061584')
('09/29/2023, 12:09:59', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.260922')
('09/29/2023, 12:10:36', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:36.810837')
('09/29/2023, 12:10:36', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.031919')
('09/29/2023, 12:11:24', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:47.742066')
('09/29/2023, 12:11:24', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.038749')
('09/29/2023, 12:11:47', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:23.479493')
('09/29/2023, 12:12:33', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:00:46.113540')
('09/29/2023, 12:19:35', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:07:01.868433')
('09/29/2023, 12:19:43', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:07.494607')
('09/29/2023, 12:19:45', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.379170')
('09/29/2023, 12:21:00', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:14.922891')
('09/29/2023, 12:27:56', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:06:56.098417')
('09/29/2023, 12:29:29', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.491169')
('09/29/2023, 12:29:30', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.455759')
('09/29/2023, 12:29:30', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.265321')
('09/29/2023, 12:30:00', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_cement', 'additions', 1820, 'duration:', '0:00:29.620917')
('09/29/2023, 12:30:02', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:02.428928')
('09/29/2023, 12:30:04', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:01.746278')
('09/29/2023, 12:30:19', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:15.638465')
('09/29/2023, 12:38:26', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_electricity', 'additions', 31308, 'duration:', '0:08:06.087199')
('09/29/2023, 12:38:26', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.447842')
('09/29/2023, 12:38:26', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.043637')
('09/29/2023, 12:38:26', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.132380')
('09/29/2023, 12:38:27', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.480043')
('09/29/2023, 12:38:27', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.672138')
('09/29/2023, 12:38:27', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.118300')
('09/29/2023, 12:38:28', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.747869')
('09/29/2023, 12:38:28', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.149013')
('09/29/2023, 12:38:29', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.805030')
('09/29/2023, 12:40:12', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_natural gas', 'additions', 6647, 'duration:', '0:01:43.367009')
('09/29/2023, 12:40:18', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.476297')
('09/29/2023, 12:40:18', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.516766')
('09/29/2023, 12:40:21', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:02.886948')
('09/29/2023, 12:40:25', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.224514')
('09/29/2023, 12:40:27', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.515222')
('09/29/2023, 12:40:28', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.471147')
('09/29/2023, 12:40:28', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.167162')
('09/29/2023, 12:40:37', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:09.681269')
('09/29/2023, 12:40:37', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.016349')
('09/29/2023, 12:40:39', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:01.991950')
('09/29/2023, 12:40:40', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.773471')
('09/29/2023, 12:40:40', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.031043')
('09/29/2023, 12:40:40', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.030005')
('09/29/2023, 12:40:40', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.075807')
('09/29/2023, 12:40:41', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.556916')
('09/29/2023, 12:43:47', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_water', 'additions', 11815, 'duration:', '0:03:05.816570')
('09/29/2023, 12:43:51', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:03.983512')
('09/29/2023, 12:43:51', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.400764')
('09/29/2023, 12:43:51', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.241112')
('09/29/2023, 12:43:51', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.064024')
('09/29/2023, 12:43:59', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.245621')
('09/29/2023, 12:44:34', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:35.311022')
('09/29/2023, 12:44:34', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.031116')
('09/29/2023, 12:45:23', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:48.629967')
('09/29/2023, 12:45:23', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.031064')
('09/29/2023, 12:45:51', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:27.938995')
('09/29/2023, 12:47:01', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:10.750852')
('09/29/2023, 12:54:49', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:07:47.733912')
('09/29/2023, 12:54:58', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:08.658658')
('09/29/2023, 12:55:00', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.476499')
('09/29/2023, 12:56:16', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:15.885795')
('09/29/2023, 13:04:43', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2040', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:08:26.586986')
('09/29/2023, 13:06:24', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.374158')
('09/29/2023, 13:06:24', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.419719')
('09/29/2023, 13:06:24', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.232972')
('09/29/2023, 13:06:53', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_cement', 'additions', 1820, 'duration:', '0:00:29.173093')
('09/29/2023, 13:06:56', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:02.628705')
('09/29/2023, 13:06:58', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:01.820630')
('09/29/2023, 13:07:14', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:15.751575')
('09/29/2023, 13:16:04', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_electricity', 'additions', 31308, 'duration:', '0:08:50.739992')
('09/29/2023, 13:16:05', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.454823')
('09/29/2023, 13:16:05', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.047121')
('09/29/2023, 13:16:05', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.143191')
('09/29/2023, 13:16:06', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.500326')
('09/29/2023, 13:16:06', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.706501')
('09/29/2023, 13:16:06', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.124022')
('09/29/2023, 13:16:07', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.789323')
('09/29/2023, 13:16:07', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.161645')
('09/29/2023, 13:16:08', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.906281')
('09/29/2023, 13:17:57', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_natural gas', 'additions', 6647, 'duration:', '0:01:48.266029')
('09/29/2023, 13:18:02', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.573545')
('09/29/2023, 13:18:03', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.524932')
('09/29/2023, 13:18:06', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:02.953112')
('09/29/2023, 13:18:09', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.169362')
('09/29/2023, 13:18:11', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.492797')
('09/29/2023, 13:18:12', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.472902')
('09/29/2023, 13:18:12', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.164176')
('09/29/2023, 13:18:21', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:09.510504')
('09/29/2023, 13:18:21', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.016697')
('09/29/2023, 13:18:23', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:01.966857')
('09/29/2023, 13:18:24', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.768183')
('09/29/2023, 13:18:24', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.033949')
('09/29/2023, 13:18:24', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.032506')
('09/29/2023, 13:18:24', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.077866')
('09/29/2023, 13:18:25', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.585550')
('09/29/2023, 13:21:35', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_water', 'additions', 11815, 'duration:', '0:03:10.280462')
('09/29/2023, 13:21:39', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:04.145983')
('09/29/2023, 13:21:40', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.464598')
('09/29/2023, 13:21:40', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.281844')
